#
# SPHERE/CPI neutral density filters transmission curves
#
# Updated with final values on 2015-04-16 by Arthur Vigan
# For any information, please contact <arthur.vigan@lam.fr>
#
#  wavelength    ND0.0          ND1.0          ND2.0          ND3.5
#
     1891     1.00000000     0.16718100     0.02624170     0.00191851
     1892     1.00000000     0.16715400     0.02623160     0.00191650
     1893     1.00000000     0.16713400     0.02622250     0.00191467
     1894     1.00000000     0.16711800     0.02621200     0.00191284
     1895     1.00000000     0.16709900     0.02620050     0.00191101
     1896     1.00000000     0.16707100     0.02618770     0.00190939
     1897     1.00000000     0.16703600     0.02617380     0.00190765
     1898     1.00000000     0.16698500     0.02615770     0.00190560
     1899     1.00000000     0.16692300     0.02614300     0.00190352
     1900     1.00000000     0.16686000     0.02612920     0.00190155
     1901     1.00000000     0.16678300     0.02611270     0.00189951
     1902     1.00000000     0.16670700     0.02609630     0.00189734
     1903     1.00000000     0.16663800     0.02608260     0.00189517
     1904     1.00000000     0.16656800     0.02606860     0.00189284
     1905     1.00000000     0.16648300     0.02605230     0.00189026
     1906     1.00000000     0.16639600     0.02603580     0.00188785
     1907     1.00000000     0.16633700     0.02601980     0.00188548
     1908     1.00000000     0.16632400     0.02600850     0.00188314
     1909     1.00000000     0.16631100     0.02599860     0.00188080
     1910     1.00000000     0.16628200     0.02598540     0.00187858
     1911     1.00000000     0.16625900     0.02597240     0.00187640
     1912     1.00000000     0.16619400     0.02595220     0.00187421
     1913     1.00000000     0.16612300     0.02593110     0.00187231
     1914     1.00000000     0.16603100     0.02590670     0.00187055
     1915     1.00000000     0.16592500     0.02588000     0.00186841
     1916     1.00000000     0.16579500     0.02585240     0.00186604
     1917     1.00000000     0.16566300     0.02582650     0.00186388
     1918     1.00000000     0.16552900     0.02580050     0.00186172
     1919     1.00000000     0.16539000     0.02577350     0.00185941
     1920     1.00000000     0.16526000     0.02574720     0.00185709
     1921     1.00000000     0.16513600     0.02572180     0.00185473
     1922     1.00000000     0.16500700     0.02569560     0.00185202
     1923     1.00000000     0.16487400     0.02566870     0.00184929
     1924     1.00000000     0.16474600     0.02564140     0.00184647
     1925     1.00000000     0.16465400     0.02561560     0.00184347
     1926     1.00000000     0.16456800     0.02559110     0.00184049
     1927     1.00000000     0.16449000     0.02556730     0.00183744
     1928     1.00000000     0.16442300     0.02554430     0.00183430
     1929     1.00000000     0.16437400     0.02552400     0.00183115
     1930     1.00000000     0.16432200     0.02550310     0.00182804
     1931     1.00000000     0.16426700     0.02548160     0.00182496
     1932     1.00000000     0.16421100     0.02546020     0.00182184
     1933     1.00000000     0.16415800     0.02543860     0.00181869
     1934     1.00000000     0.16409400     0.02541710     0.00181568
     1935     1.00000000     0.16402400     0.02539450     0.00181267
     1936     1.00000000     0.16394200     0.02537030     0.00180987
     1937     1.00000000     0.16383900     0.02534480     0.00180710
     1938     1.00000000     0.16373000     0.02531870     0.00180434
     1939     1.00000000     0.16362700     0.02529360     0.00180122
     1940     1.00000000     0.16353500     0.02527020     0.00179812
     1941     1.00000000     0.16345200     0.02524810     0.00179536
     1942     1.00000000     0.16336800     0.02522510     0.00179289
     1943     1.00000000     0.16328200     0.02519880     0.00179029
     1944     1.00000000     0.16321600     0.02517640     0.00178764
     1945     1.00000000     0.16315500     0.02515490     0.00178488
     1946     1.00000000     0.16308500     0.02513100     0.00178212
     1947     1.00000000     0.16302300     0.02510830     0.00177952
     1948     1.00000000     0.16297600     0.02508790     0.00177724
     1949     1.00000000     0.16293800     0.02506870     0.00177463
     1950     1.00000000     0.16288700     0.02505000     0.00177182
     1951     1.00000000     0.16277500     0.02502400     0.00176850
     1952     1.00000000     0.16265700     0.02499290     0.00176512
     1953     1.00000000     0.16255200     0.02496490     0.00176175
     1954     1.00000000     0.16242400     0.02493320     0.00175838
     1955     1.00000000     0.16231000     0.02490180     0.00175501
     1956     1.00000000     0.16220900     0.02487220     0.00175147
     1957     1.00000000     0.16214000     0.02484770     0.00174795
     1958     1.00000000     0.16209300     0.02482670     0.00174475
     1959     1.00000000     0.16197800     0.02480030     0.00174198
     1960     1.00000000     0.16183900     0.02476400     0.00173888
     1961     1.00000000     0.16171200     0.02473100     0.00173574
     1962     1.00000000     0.16159200     0.02469960     0.00173256
     1963     1.00000000     0.16147500     0.02467060     0.00172935
     1964     1.00000000     0.16138200     0.02464530     0.00172609
     1965     1.00000000     0.16132200     0.02462480     0.00172274
     1966     1.00000000     0.16127800     0.02460660     0.00171960
     1967     1.00000000     0.16120800     0.02458880     0.00171671
     1968     1.00000000     0.16107300     0.02456260     0.00171362
     1969     1.00000000     0.16094200     0.02453410     0.00171047
     1970     1.00000000     0.16082900     0.02450800     0.00170734
     1971     1.00000000     0.16069700     0.02448050     0.00170421
     1972     1.00000000     0.16059500     0.02445740     0.00170106
     1973     1.00000000     0.16050400     0.02443570     0.00169826
     1974     1.00000000     0.16043800     0.02441800     0.00169558
     1975     1.00000000     0.16037300     0.02440050     0.00169264
     1976     1.00000000     0.16027700     0.02437910     0.00168986
     1977     1.00000000     0.16016300     0.02435060     0.00168669
     1978     1.00000000     0.16006100     0.02432570     0.00168353
     1979     1.00000000     0.15996000     0.02430080     0.00168040
     1980     1.00000000     0.15985100     0.02427070     0.00167724
     1981     1.00000000     0.15974400     0.02424090     0.00167399
     1982     1.00000000     0.15965400     0.02421330     0.00167069
     1983     1.00000000     0.15957300     0.02418690     0.00166746
     1984     1.00000000     0.15950400     0.02416270     0.00166441
     1985     1.00000000     0.15943200     0.02414200     0.00166176
     1986     1.00000000     0.15935500     0.02411890     0.00165907
     1987     1.00000000     0.15927700     0.02409620     0.00165634
     1988     1.00000000     0.15918500     0.02407470     0.00165358
     1989     1.00000000     0.15908400     0.02405320     0.00165078
     1990     1.00000000     0.15898100     0.02403110     0.00164822
     1991     1.00000000     0.15887500     0.02400850     0.00164567
     1992     1.00000000     0.15877300     0.02398670     0.00164330
     1993     1.00000000     0.15865800     0.02396310     0.00164077
     1994     1.00000000     0.15854000     0.02393640     0.00163816
     1995     1.00000000     0.15842300     0.02390950     0.00163557
     1996     1.00000000     0.15830600     0.02388210     0.00163299
     1997     1.00000000     0.15818500     0.02385360     0.00163038
     1998     1.00000000     0.15806300     0.02382470     0.00162735
     1999     1.00000000     0.15794600     0.02379640     0.00162405
     2000     1.00000000     0.15782400     0.02376700     0.00162041
     2001     1.00000000     0.15770000     0.02373580     0.00161677
     2002     1.00000000     0.15758700     0.02371150     0.00161322
     2003     1.00000000     0.15747900     0.02369070     0.00160961
     2004     1.00000000     0.15737100     0.02366900     0.00160588
     2005     1.00000000     0.15730100     0.02365340     0.00160210
     2006     1.00000000     0.15723500     0.02363840     0.00159852
     2007     1.00000000     0.15715300     0.02362090     0.00159549
     2008     1.00000000     0.15705600     0.02360120     0.00159283
     2009     1.00000000     0.15696100     0.02358140     0.00159045
     2010     1.00000000     0.15690200     0.02356620     0.00158810
     2011     1.00000000     0.15683400     0.02354910     0.00158571
     2012     1.00000000     0.15674600     0.02352860     0.00158349
     2013     1.00000000     0.15666100     0.02350970     0.00158125
     2014     1.00000000     0.15655600     0.02348930     0.00157898
     2015     1.00000000     0.15643700     0.02346660     0.00157634
     2016     1.00000000     0.15629600     0.02344050     0.00157349
     2017     1.00000000     0.15616700     0.02341400     0.00157012
     2018     1.00000000     0.15609100     0.02339410     0.00156694
     2019     1.00000000     0.15602700     0.02337900     0.00156394
     2020     1.00000000     0.15596300     0.02336270     0.00156089
     2021     1.00000000     0.15591800     0.02334680     0.00155777
     2022     1.00000000     0.15584900     0.02332540     0.00155461
     2023     1.00000000     0.15577600     0.02330310     0.00155169
     2024     1.00000000     0.15569000     0.02327860     0.00154882
     2025     1.00000000     0.15558300     0.02325090     0.00154651
     2026     1.00000000     0.15549500     0.02322650     0.00154403
     2027     1.00000000     0.15541700     0.02321000     0.00154151
     2028     1.00000000     0.15532800     0.02319190     0.00153901
     2029     1.00000000     0.15523300     0.02317260     0.00153656
     2030     1.00000000     0.15512900     0.02315730     0.00153406
     2031     1.00000000     0.15501700     0.02314060     0.00153156
     2032     1.00000000     0.15487700     0.02311980     0.00152898
     2033     1.00000000     0.15471900     0.02309630     0.00152626
     2034     1.00000000     0.15457000     0.02307160     0.00152343
     2035     1.00000000     0.15445300     0.02304870     0.00152073
     2036     1.00000000     0.15433200     0.02302750     0.00151801
     2037     1.00000000     0.15420500     0.02300510     0.00151515
     2038     1.00000000     0.15410300     0.02298240     0.00151225
     2039     1.00000000     0.15398700     0.02295780     0.00150937
     2040     1.00000000     0.15385900     0.02293150     0.00150663
     2041     1.00000000     0.15371700     0.02290290     0.00150384
     2042     1.00000000     0.15357800     0.02287380     0.00150094
     2043     1.00000000     0.15349500     0.02285420     0.00149860
     2044     1.00000000     0.15341400     0.02284140     0.00149630
     2045     1.00000000     0.15331900     0.02282560     0.00149402
     2046     1.00000000     0.15324900     0.02281420     0.00149170
     2047     1.00000000     0.15318000     0.02280500     0.00148935
     2048     1.00000000     0.15309300     0.02279320     0.00148700
     2049     1.00000000     0.15297200     0.02277620     0.00148466
     2050     1.00000000     0.15286200     0.02275780     0.00148254
     2051     1.00000000     0.15281900     0.02274680     0.00148018
     2052     1.00000000     0.15279500     0.02274000     0.00147785
     2053     1.00000000     0.15276000     0.02272900     0.00147559
     2054     1.00000000     0.15276100     0.02272230     0.00147333
     2055     1.00000000     0.15271600     0.02271150     0.00147104
     2056     1.00000000     0.15266300     0.02269980     0.00146911
     2057     1.00000000     0.15258100     0.02268340     0.00146706
     2058     1.00000000     0.15246900     0.02266250     0.00146451
     2059     1.00000000     0.15238600     0.02264420     0.00146209
     2060     1.00000000     0.15232300     0.02263010     0.00145999
     2061     1.00000000     0.15220700     0.02260910     0.00145812
     2062     1.00000000     0.15209300     0.02258730     0.00145640
     2063     1.00000000     0.15197900     0.02256370     0.00145465
     2064     1.00000000     0.15186500     0.02253980     0.00145292
     2065     1.00000000     0.15172400     0.02251200     0.00145110
     2066     1.00000000     0.15158100     0.02248390     0.00144994
     2067     1.00000000     0.15147700     0.02246030     0.00144866
     2068     1.00000000     0.15139500     0.02244740     0.00144741
     2069     1.00000000     0.15133000     0.02243690     0.00144595
     2070     1.00000000     0.15127300     0.02242710     0.00144417
     2071     1.00000000     0.15121500     0.02241920     0.00144237
     2072     1.00000000     0.15114900     0.02241030     0.00144053
     2073     1.00000000     0.15105100     0.02239660     0.00143868
     2074     1.00000000     0.15094200     0.02238120     0.00143687
     2075     1.00000000     0.15086800     0.02236840     0.00143496
     2076     1.00000000     0.15080600     0.02235820     0.00143312
     2077     1.00000000     0.15073800     0.02234830     0.00143140
     2078     1.00000000     0.15066700     0.02233790     0.00142999
     2079     1.00000000     0.15058500     0.02232710     0.00142857
     2080     1.00000000     0.15049400     0.02231510     0.00142733
     2081     1.00000000     0.15040400     0.02230330     0.00142626
     2082     1.00000000     0.15031000     0.02229090     0.00142483
     2083     1.00000000     0.15020500     0.02227760     0.00142336
     2084     1.00000000     0.15010800     0.02226310     0.00142219
     2085     1.00000000     0.15001200     0.02224870     0.00142095
     2086     1.00000000     0.14991700     0.02223350     0.00141951
     2087     1.00000000     0.14985300     0.02222010     0.00141805
     2088     1.00000000     0.14979500     0.02220760     0.00141623
     2089     1.00000000     0.14973700     0.02219510     0.00141382
     2090     1.00000000     0.14966900     0.02218120     0.00141171
     2091     1.00000000     0.14961600     0.02216870     0.00140971
     2092     1.00000000     0.14957300     0.02216250     0.00140736
     2093     1.00000000     0.14953200     0.02215930     0.00140497
     2094     1.00000000     0.14948800     0.02215560     0.00140240
     2095     1.00000000     0.14943100     0.02215470     0.00139980
     2096     1.00000000     0.14936000     0.02215250     0.00139757
     2097     1.00000000     0.14929500     0.02215100     0.00139610
     2098     1.00000000     0.14923300     0.02215020     0.00139494
     2099     1.00000000     0.14916000     0.02215030     0.00139407
     2100     1.00000000     0.14911000     0.02215120     0.00139294
     2101     1.00000000     0.14905300     0.02214990     0.00139181
     2102     1.00000000     0.14899200     0.02214840     0.00139079
     2103     1.00000000     0.14893500     0.02214620     0.00138975
     2104     1.00000000     0.14888300     0.02214470     0.00138845
     2105     1.00000000     0.14880700     0.02213970     0.00138654
     2106     1.00000000     0.14871400     0.02213230     0.00138397
     2107     1.00000000     0.14863900     0.02212220     0.00138078
     2108     1.00000000     0.14856100     0.02210980     0.00137901
     2109     1.00000000     0.14848900     0.02210000     0.00137731
     2110     1.00000000     0.14842100     0.02209050     0.00137612
     2111     1.00000000     0.14835100     0.02207830     0.00137492
     2112     1.00000000     0.14827000     0.02206450     0.00137412
     2113     1.00000000     0.14819900     0.02205190     0.00137422
     2114     1.00000000     0.14813100     0.02204000     0.00137467
     2115     1.00000000     0.14805300     0.02202990     0.00137540
     2116     1.00000000     0.14799700     0.02202280     0.00137529
     2117     1.00000000     0.14793800     0.02201520     0.00137513
     2118     1.00000000     0.14787900     0.02200660     0.00137476
     2119     1.00000000     0.14784900     0.02200400     0.00137438
     2120     1.00000000     0.14782000     0.02200210     0.00137359
     2121     1.00000000     0.14776800     0.02199680     0.00137197
     2122     1.00000000     0.14769000     0.02198760     0.00137073
     2123     1.00000000     0.14764000     0.02198120     0.00136967
     2124     1.00000000     0.14762800     0.02198280     0.00136948
     2125     1.00000000     0.14759600     0.02198400     0.00136927
     2126     1.00000000     0.14755700     0.02198330     0.00136887
     2127     1.00000000     0.14749400     0.02198580     0.00136846
     2128     1.00000000     0.14741100     0.02198550     0.00136834
     2129     1.00000000     0.14728700     0.02197940     0.00136843
     2130     1.00000000     0.14713000     0.02196840     0.00136811
     2131     1.00000000     0.14703600     0.02196550     0.00136751
     2132     1.00000000     0.14700800     0.02197640     0.00136722
     2133     1.00000000     0.14697600     0.02199160     0.00136701
     2134     1.00000000     0.14696600     0.02200560     0.00136690
     2135     1.00000000     0.14695600     0.02201590     0.00136679
     2136     1.00000000     0.14692200     0.02202260     0.00136682
     2137     1.00000000     0.14684100     0.02202260     0.00136684
     2138     1.00000000     0.14669800     0.02201330     0.00136591
     2139     1.00000000     0.14657100     0.02200170     0.00136427
     2140     1.00000000     0.14650500     0.02199460     0.00136237
     2141     1.00000000     0.14638300     0.02197870     0.00136065
     2142     1.00000000     0.14627700     0.02196310     0.00135897
     2143     1.00000000     0.14617600     0.02195160     0.00135728
     2144     1.00000000     0.14606900     0.02193930     0.00135634
     2145     1.00000000     0.14588800     0.02191590     0.00135564
     2146     1.00000000     0.14567600     0.02188780     0.00135582
     2147     1.00000000     0.14561500     0.02187750     0.00135617
     2148     1.00000000     0.14561200     0.02188150     0.00135735
     2149     1.00000000     0.14557500     0.02188000     0.00135821
     2150     1.00000000     0.14557500     0.02188120     0.00135872
     2151     1.00000000     0.14549300     0.02187150     0.00135923
     2152     1.00000000     0.14540800     0.02186120     0.00135868
     2153     1.00000000     0.14524300     0.02183910     0.00135732
     2154     1.00000000     0.14505600     0.02181240     0.00135582
     2155     1.00000000     0.14493600     0.02179110     0.00135412
     2156     1.00000000     0.14485500     0.02177670     0.00135262
     2157     1.00000000     0.14474600     0.02175540     0.00135184
     2158     1.00000000     0.14466200     0.02173820     0.00135126
     2159     1.00000000     0.14454200     0.02172010     0.00135068
     2160     1.00000000     0.14441400     0.02170060     0.00135165
     2161     1.00000000     0.14423400     0.02167340     0.00135256
     2162     1.00000000     0.14404600     0.02164450     0.00135324
     2163     1.00000000     0.14389900     0.02161970     0.00135375
     2164     1.00000000     0.14376500     0.02160690     0.00135427
     2165     1.00000000     0.14361600     0.02159230     0.00135447
     2166     1.00000000     0.14349800     0.02157680     0.00135460
     2167     1.00000000     0.14338200     0.02156050     0.00135455
     2168     1.00000000     0.14326100     0.02154340     0.00135259
     2169     1.00000000     0.14312700     0.02152460     0.00135076
     2170     1.00000000     0.14301600     0.02150670     0.00134901
     2171     1.00000000     0.14294100     0.02149050     0.00134735
     2172     1.00000000     0.14286500     0.02147380     0.00134570
     2173     1.00000000     0.14278700     0.02145660     0.00134407
     2174     1.00000000     0.14271600     0.02144560     0.00134243
     2175     1.00000000     0.14263500     0.02143450     0.00134141
     2176     1.00000000     0.14254700     0.02142230     0.00134193
     2177     1.00000000     0.14245600     0.02140980     0.00134249
     2178     1.00000000     0.14234800     0.02139700     0.00134322
     2179     1.00000000     0.14220600     0.02138230     0.00134395
     2180     1.00000000     0.14208600     0.02136750     0.00134443
     2181     1.00000000     0.14194900     0.02135240     0.00134448
     2182     1.00000000     0.14179900     0.02132950     0.00134453
     2183     1.00000000     0.14166000     0.02130830     0.00134387
     2184     1.00000000     0.14157300     0.02129470     0.00134264
     2185     1.00000000     0.14151400     0.02128540     0.00134135
     2186     1.00000000     0.14140000     0.02126970     0.00134026
     2187     1.00000000     0.14124900     0.02124630     0.00133868
     2188     1.00000000     0.14113000     0.02122860     0.00133759
     2189     1.00000000     0.14098800     0.02120970     0.00133695
     2190     1.00000000     0.14089600     0.02119800     0.00133631
     2191     1.00000000     0.14080500     0.02118630     0.00133655
     2192     1.00000000     0.14076100     0.02118180     0.00133742
     2193     1.00000000     0.14073200     0.02118020     0.00133800
     2194     1.00000000     0.14064300     0.02117030     0.00133922
     2195     1.00000000     0.14051800     0.02114990     0.00134062
     2196     1.00000000     0.14041100     0.02113280     0.00134194
     2197     1.00000000     0.14027400     0.02111370     0.00134333
     2198     1.00000000     0.14015800     0.02109630     0.00134468
     2199     1.00000000     0.14005800     0.02108110     0.00134437
     2200     1.00000000     0.14002300     0.02107570     0.00134467
     2201     1.00000000     0.13997500     0.02107120     0.00134601
     2202     1.00000000     0.13986300     0.02106390     0.00134653
     2203     1.00000000     0.13974300     0.02105830     0.00134694
     2204     1.00000000     0.13963200     0.02105630     0.00134701
     2205     1.00000000     0.13952600     0.02105580     0.00134712
     2206     1.00000000     0.13945100     0.02105920     0.00134739
     2207     1.00000000     0.13940100     0.02106670     0.00134835
     2208     1.00000000     0.13938900     0.02107990     0.00134877
     2209     1.00000000     0.13935600     0.02108830     0.00134875
     2210     1.00000000     0.13929000     0.02108860     0.00134851
     2211     1.00000000     0.13923300     0.02108640     0.00134811
     2212     1.00000000     0.13916000     0.02108400     0.00134754
     2213     1.00000000     0.13908200     0.02107990     0.00134696
     2214     1.00000000     0.13900500     0.02107620     0.00134660
     2215     1.00000000     0.13895400     0.02107640     0.00134643
     2216     1.00000000     0.13891700     0.02107890     0.00134707
     2217     1.00000000     0.13886100     0.02108290     0.00134793
     2218     1.00000000     0.13879600     0.02108600     0.00134877
     2219     1.00000000     0.13875800     0.02109160     0.00135032
     2220     1.00000000     0.13872200     0.02109730     0.00135222
     2221     1.00000000     0.13868400     0.02110270     0.00135414
     2222     1.00000000     0.13864800     0.02110840     0.00135647
     2223     1.00000000     0.13862000     0.02111540     0.00135884
     2224     1.00000000     0.13859300     0.02112450     0.00136117
     2225     1.00000000     0.13857600     0.02113890     0.00136347
     2226     1.00000000     0.13856200     0.02116110     0.00136575
     2227     1.00000000     0.13854500     0.02118260     0.00136731
     2228     1.00000000     0.13853100     0.02120510     0.00136888
     2229     1.00000000     0.13852400     0.02122850     0.00137018
     2230     1.00000000     0.13850600     0.02125080     0.00137073
     2231     1.00000000     0.13847100     0.02127070     0.00137146
     2232     1.00000000     0.13844900     0.02128620     0.00137222
     2233     1.00000000     0.13843100     0.02130040     0.00137324
     2234     1.00000000     0.13842800     0.02131800     0.00137442
     2235     1.00000000     0.13843300     0.02133600     0.00137575
     2236     1.00000000     0.13844400     0.02135380     0.00137709
     2237     1.00000000     0.13845600     0.02137190     0.00137876
     2238     1.00000000     0.13848500     0.02139280     0.00138062
     2239     1.00000000     0.13851400     0.02141430     0.00138259
     2240     1.00000000     0.13854200     0.02144060     0.00138456
     2241     1.00000000     0.13859100     0.02146520     0.00138643
     2242     1.00000000     0.13862500     0.02148730     0.00138905
     2243     1.00000000     0.13868000     0.02151270     0.00139188
     2244     1.00000000     0.13873400     0.02154040     0.00139473
     2245     1.00000000     0.13878200     0.02156720     0.00139722
     2246     1.00000000     0.13880800     0.02159110     0.00139981
     2247     1.00000000     0.13885400     0.02161460     0.00140244
     2248     1.00000000     0.13891700     0.02163830     0.00140629
     2249     1.00000000     0.13898700     0.02166860     0.00141001
     2250     1.00000000     0.13905600     0.02169930     0.00141309
     2251     1.00000000     0.13909900     0.02172850     0.00141621
     2252     1.00000000     0.13913400     0.02175690     0.00141941
     2253     1.00000000     0.13918200     0.02178740     0.00142275
     2254     1.00000000     0.13923500     0.02181920     0.00142580
     2255     1.00000000     0.13927600     0.02185820     0.00142878
     2256     1.00000000     0.13930200     0.02189660     0.00143138
     2257     1.00000000     0.13933400     0.02193470     0.00143391
     2258     1.00000000     0.13937700     0.02197270     0.00143645
     2259     1.00000000     0.13944900     0.02201330     0.00143903
     2260     1.00000000     0.13952100     0.02205450     0.00144237
     2261     1.00000000     0.13959700     0.02209670     0.00144603
     2262     1.00000000     0.13966900     0.02213700     0.00144962
     2263     1.00000000     0.13972000     0.02217100     0.00145284
     2264     1.00000000     0.13975700     0.02219850     0.00145600
     2265     1.00000000     0.13979200     0.02222720     0.00145887
     2266     1.00000000     0.13980500     0.02225630     0.00146177
     2267     1.00000000     0.13982300     0.02228620     0.00146460
     2268     1.00000000     0.13985400     0.02231870     0.00146717
     2269     1.00000000     0.13992200     0.02235740     0.00146956
     2270     1.00000000     0.13998700     0.02239610     0.00147205
     2271     1.00000000     0.14006300     0.02243620     0.00147450
     2272     1.00000000     0.14016000     0.02248140     0.00147781
     2273     1.00000000     0.14026400     0.02252660     0.00148215
     2274     1.00000000     0.14038400     0.02257060     0.00148657
     2275     1.00000000     0.14050700     0.02261540     0.00149053
     2276     1.00000000     0.14061500     0.02265840     0.00149450
     2277     1.00000000     0.14071900     0.02270140     0.00149940
     2278     1.00000000     0.14080800     0.02274520     0.00150387
     2279     1.00000000     0.14088500     0.02278340     0.00150824
     2280     1.00000000     0.14095400     0.02281950     0.00151114
     2281     1.00000000     0.14100600     0.02285850     0.00151395
     2282     1.00000000     0.14107900     0.02290130     0.00151690
     2283     1.00000000     0.14116300     0.02294660     0.00152027
     2284     1.00000000     0.14128100     0.02299780     0.00152364
     2285     1.00000000     0.14140000     0.02304520     0.00152721
     2286     1.00000000     0.14150600     0.02309110     0.00153210
     2287     1.00000000     0.14163400     0.02314590     0.00153701
     2288     1.00000000     0.14178700     0.02320390     0.00154195
     2289     1.00000000     0.14195400     0.02327040     0.00154699
     2290     1.00000000     0.14212300     0.02333800     0.00155199
     2291     1.00000000     0.14228800     0.02340560     0.00155710
     2292     1.00000000     0.14245100     0.02347490     0.00156105
     2293     1.00000000     0.14260500     0.02355160     0.00156384
     2294     1.00000000     0.14273200     0.02362410     0.00156595
     2295     1.00000000     0.14283600     0.02369310     0.00156866
     2296     1.00000000     0.14288900     0.02375290     0.00157155
     2297     1.00000000     0.14295100     0.02380840     0.00157457
     2298     1.00000000     0.14302000     0.02386610     0.00157816
     2299     1.00000000     0.14312200     0.02393010     0.00158246
     2300     1.00000000     0.14319300     0.02398630     0.00158768
     2301     1.00000000     0.14323400     0.02403400     0.00159319
     2302     1.00000000     0.14330400     0.02408120     0.00159867
     2303     1.00000000     0.14336200     0.02412990     0.00160403
     2304     1.00000000     0.14344600     0.02418000     0.00160952
     2305     1.00000000     0.14354200     0.02423320     0.00161305
     2306     1.00000000     0.14368900     0.02429570     0.00161576
     2307     1.00000000     0.14387100     0.02436530     0.00161659
     2308     1.00000000     0.14401800     0.02443580     0.00161684
     2309     1.00000000     0.14412000     0.02450290     0.00161661
     2310     1.00000000     0.14425100     0.02457550     0.00161547
     2311     1.00000000     0.14435800     0.02464700     0.00161429
     2312     1.00000000     0.14448900     0.02472110     0.00161335
     2313     1.00000000     0.14463400     0.02479900     0.00161503
     2314     1.00000000     0.14484000     0.02488920     0.00161805
     2315     1.00000000     0.14501000     0.02496700     0.00162277
     2316     1.00000000     0.14510200     0.02503230     0.00162688
     2317     1.00000000     0.14518100     0.02509340     0.00163108
     2318     1.00000000     0.14524000     0.02515800     0.00163567
     2319     1.00000000     0.14534500     0.02523590     0.00164041
     2320     1.00000000     0.14547000     0.02531920     0.00164182
     2321     1.00000000     0.14566700     0.02541760     0.00164174
     2322     1.00000000     0.14591200     0.02552770     0.00163794
     2323     1.00000000     0.14611200     0.02564530     0.00163308
     2324     1.00000000     0.14628200     0.02576070     0.00162739
     2325     1.00000000     0.14647200     0.02588070     0.00162082
     2326     1.00000000     0.14660200     0.02598940     0.00161399
     2327     1.00000000     0.14675500     0.02609480     0.00160742
     2328     1.00000000     0.14692100     0.02620630     0.00160457
     2329     1.00000000     0.14712000     0.02632760     0.00160275
     2330     1.00000000     0.14728800     0.02644360     0.00160250
     2331     1.00000000     0.14741800     0.02655860     0.00160274
     2332     1.00000000     0.14755200     0.02667890     0.00160326
     2333     1.00000000     0.14770700     0.02680920     0.00160412
     2334     1.00000000     0.14787500     0.02696510     0.00160502
     2335     1.00000000     0.14805100     0.02712950     0.00160483
     2336     1.00000000     0.14819900     0.02729620     0.00160380
     2337     1.00000000     0.14834300     0.02747230     0.00159970
     2338     1.00000000     0.14857700     0.02767810     0.00159603
     2339     1.00000000     0.14882600     0.02788230     0.00159270
     2340     1.00000000     0.14906800     0.02808870     0.00159005
     2341     1.00000000     0.14934100     0.02828980     0.00158714
     2342     1.00000000     0.14954100     0.02848380     0.00158377
     2343     1.00000000     0.14971400     0.02868290     0.00157793
     2344     1.00000000     0.14970600     0.02885830     0.00157168
     2345     1.00000000     0.14979400     0.02905660     0.00156397
     2346     1.00000000     0.15011700     0.02928830     0.00155103
     2347     1.00000000     0.15043000     0.02953450     0.00153543
     2348     1.00000000     0.15090600     0.02980660     0.00151588
     2349     1.00000000     0.15123600     0.03008240     0.00149494
     2350     1.00000000     0.15157600     0.03037550     0.00147777
     2351     1.00000000     0.15158800     0.03061980     0.00145888
     2352     1.00000000     0.15153600     0.03087140     0.00143564
     2353     1.00000000     0.15182500     0.03118710     0.00141874
     2354     1.00000000     0.15226200     0.03155790     0.00140426
     2355     1.00000000     0.15267200     0.03192440     0.00139476
     2356     1.00000000     0.15324300     0.03231830     0.00138416
     2357     1.00000000     0.15363900     0.03271030     0.00137284
     2358     1.00000000     0.15388100     0.03309330     0.00135840
     2359     1.00000000     0.15361500     0.03339360     0.00134041
     2360     1.00000000     0.15371700     0.03376330     0.00131882
     2361     1.00000000     0.15433700     0.03420120     0.00129520
     2362     1.00000000     0.15486500     0.03461390     0.00127226
     2363     1.00000000     0.15572800     0.03507970     0.00124860
     2364     1.00000000     0.15616300     0.03550400     0.00122314
     2365     1.00000000     0.15663400     0.03595890     0.00119819
     2366     1.00000000     0.15643800     0.03628830     0.00116858
     2367     1.00000000     0.15624500     0.03664210     0.00113888
     2368     1.00000000     0.15669200     0.03709380     0.00111436
     2369     1.00000000     0.15740200     0.03764780     0.00109008
     2370     1.00000000     0.15813500     0.03820300     0.00106333
     2371     1.00000000     0.15896600     0.03878960     0.00103455
     2372     1.00000000     0.15961300     0.03936790     0.00100953
     2373     1.00000000     0.16000300     0.03991050     0.00099106
     2374     1.00000000     0.15988600     0.04035590     0.00097693
     2375     1.00000000     0.16016100     0.04086260     0.00096497
     2376     1.00000000     0.16083600     0.04142150     0.00095654
     2377     1.00000000     0.16144700     0.04195980     0.00095435
     2378     1.00000000     0.16231100     0.04252200     0.00095492
     2379     1.00000000     0.16280200     0.04301110     0.00095552
     2380     1.00000000     0.16332000     0.04352470     0.00096070
     2381     1.00000000     0.16319300     0.04388870     0.00096101
     2382     1.00000000     0.16313000     0.04429180     0.00094909
     2383     1.00000000     0.16347600     0.04476040     0.00093483
     2384     1.00000000     0.16387300     0.04522250     0.00091840
     2385     1.00000000     0.16433600     0.04567260     0.00089574
     2386     1.00000000     0.16479500     0.04618340     0.00087214
